OBJECTID_1,OBJECTID,AREA,PERIMETER,LCODE_GEN,SQKM,REC_NUM_1,Elev_min,Elev_max,Slope_med,Relief_med,linkfield,Landform,Parent_Mat,Dominant_S,CODE,NAME,Shape_Leng,Shape_Le_1,Shape_Area
552,552,0.001655,0.245121,11,18.069,552,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",24994.12857,0.239353043,0.001654854
553,553,0.001462,0.711875,11,15.963,553,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",72770.62651,0.694292783,0.001458065
554,554,0.001961,0.694,11,21.41,554,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",70654.04329,0.6794863,0.001958662
555,555,0.008353,1.339166,12,91.231,555,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,135186.2391,1.303214258,0.008341341
556,556,0.001031,0.585676,7,11.259,556,262,1956,31.8,296,7,SH,SC2,CMo,SC2,"Sandstone, greywacke, arkose",59824.92565,0.570188627,0.001030948
557,557,0.002479,0.370507,5,27.073,557,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",38516.7622,0.365256045,0.002479494
558,558,0.001498,0.312947,17,16.358,558,1803,8231,48.4,463,17,TM,MA2,LPi,MA2,"Gneiss, migmatite",32417.79129,0.310722436,0.001497555
559,559,0.130486,9.440942,15,1428.982,559,934,5649,56.9,533,15,TM,MA2,CMu,MA2,"Gneiss, migmatite",965042.7184,9.251219811,0.131359524
560,560,0.002511,0.790802,11,27.423,560,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",79896.96655,0.771170744,0.002515204
561,561,0.005608,0.702851,5,61.249,561,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",71945.55669,0.690660872,0.005627077
562,562,0.001194,0.368564,glacier,13.037,562,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,38572.76698,0.364544497,0.00119356
563,563,0.00186,0.389214,5,20.312,563,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",40033.85216,0.383456804,0.001869755
564,564,0.001802,0.573698,11,19.685,564,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",58095.5856,0.555207997,0.001799302
565,565,0.001596,0.423453,11,17.431,565,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",42495.72276,0.413723421,0.001594849
566,566,0.022999,5.076991,11,251.374,566,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",516182.9867,4.965050438,0.02301242
567,567,0.015562,3.637849,9,170.092,567,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,373200.9429,3.562192589,0.015582847
568,568,0.024962,1.514045,5,272.933,568,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",156379.1334,1.501851702,0.02496179
569,569,0.083779,6.318601,14,917.386,569,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",648582.905,6.213450568,0.08375773
570,570,0.00154,0.570711,16,16.832,570,2262,5888,38.8,374,16,TV,UF1,RGe,UF1,"Fluvial, calcareous",59436.5363,0.561744341,0.001554049
571,571,0.073458,10.609865,4,803.742,571,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",1087129.432,10.42694192,0.075108234
572,572,0.001337,0.246946,11,14.603,572,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",25092.14817,0.24165646,0.001341151
573,573,0.001575,0.204736,5,17.2,573,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",20908.14692,0.203468711,0.001577868
574,574,0.01807,1.206859,7,197.444,574,126,2334,25.4,230,9,SH,SC2,CMo,SC2,"Sandstone, greywacke, arkose",121644.7216,1.198705263,0.018079008
575,575,0.001808,0.224741,8,19.748,575,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",23188.43639,0.22265066,0.001801511
576,576,0.052562,3.419467,3,574.602,576,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,353180.0633,3.35346592,0.052559734
577,577,0.001036,0.137633,17,11.318,577,1803,8231,48.4,463,17,TM,MA2,LPi,MA2,"Gneiss, migmatite",14315.34979,0.13663815,0.001034076
578,578,0.001611,0.509682,10,17.599,578,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,53251.77233,0.50100136,0.001608454
579,579,0.002767,0.553362,10,30.236,579,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,56384.77026,0.540553614,0.002772884
580,580,0.001163,0.175523,8,12.706,580,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",18159.99284,0.17481261,0.001156965
581,581,0.00171,0.321618,12,18.68,581,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,32723.04755,0.314239065,0.001719661
582,582,0.043012,5.963874,12,470.913,582,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,611052.8353,5.845665029,0.043088058
583,583,0.000956,0.271918,11,10.45,583,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",27718.21315,0.264814891,0.0009511
584,584,0.001521,0.273643,5,16.616,584,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",27361.93396,0.270450101,0.001519355
585,585,0.001155,0.379349,16,12.623,585,2262,5888,38.8,374,16,TV,UF1,RGe,UF1,"Fluvial, calcareous",38905.71924,0.377784975,0.001162101
586,586,0.016928,2.726712,11,185.13,586,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",278144.3513,2.668678698,0.016926687
587,587,0.001384,0.746456,1,15.143,587,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",78279.86055,0.733908449,0.001361137
588,588,0.001598,0.585237,14,17.468,588,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",59187.85532,0.573319831,0.001593105
589,589,0.008645,0.611677,3,94.501,589,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,63480.82694,0.604779322,0.008655427
590,590,0.007817,0.700448,8,85.447,590,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",71884.54246,0.692677984,0.007810435
591,591,0.007701,1.22763,12,84.192,591,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,126430.6263,1.202317452,0.007694979
592,592,0.001105,0.379521,10,12.074,592,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,38677.94533,0.372244481,0.001105308
593,593,0.002917,0.610126,11,31.879,593,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",62097.93913,0.600903334,0.002909005
594,594,0.060193,2.06043,2,658.876,594,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,211622.902,2.03267306,0.060226375
595,595,0.002248,1.323906,1,24.591,595,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",136761.7871,1.304907002,0.002212597
596,596,0.003652,0.485396,2,39.929,596,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,49748.35491,0.474872957,0.003676293
597,597,0.001207,0.34459,16,13.194,597,2262,5888,38.8,374,16,TV,UF1,RGe,UF1,"Fluvial, calcareous",35571.1588,0.342036283,0.001211467
598,598,0.016128,0.887082,8,176.392,598,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",91319.50249,0.878755582,0.016137759
599,599,0.008218,0.88768,3,89.861,599,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,91324.8587,0.867995427,0.008222739
600,600,0.001605,0.348584,2,17.544,600,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,36237.47496,0.340887043,0.001613957
601,601,0.005251,2.925848,1,57.45,601,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",301805.9781,2.873040204,0.005210299
602,602,0.003312,1.122704,10,36.206,602,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,114137.8197,1.097380872,0.003283359
603,603,0.005613,1.101411,12,61.368,603,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,112107.8809,1.075355428,0.005604158
604,604,0.065974,11.782428,12,722.563,604,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,1159124.134,11.13245634,0.066948383
605,605,0.003076,1.513571,12,33.638,605,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,154303.0001,1.480123992,0.003068096
606,606,0.001365,0.330585,3,14.925,606,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,33720.87809,0.324018256,0.001370613
607,607,0.004904,0.430183,5,53.617,607,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",44388.66014,0.426881785,0.004902638
608,608,0.029802,1.386124,2,326.323,608,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,143510.8843,1.368809199,0.029811219
609,609,0.010599,0.80008,6,115.918,609,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",83166.33071,0.793274178,0.010607498
610,610,0.003626,0.657535,5,39.634,610,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",67664.47737,0.651922925,0.003620691
611,611,0.00117,0.312428,9,12.79,611,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,31843.18416,0.308319382,0.001169244
612,612,0.006258,0.779093,14,68.435,612,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",79518.11091,0.761982216,0.006260311
613,613,0.003096,0.80383,11,33.853,613,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",82661.59995,0.78622118,0.003090869
614,614,0.001718,0.274681,10,18.778,614,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,28054.28953,0.270196676,0.001724273
615,615,0.013866,1.226393,2,151.716,615,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,126573.135,1.205519385,0.013886735
616,616,0.006775,0.452494,5,74.091,616,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",47397.58185,0.448815814,0.006782807
617,617,0.00383,0.634642,10,41.891,617,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,65790.51194,0.621303153,0.003830794
618,618,0.023384,1.231779,2,255.871,618,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,127472.455,1.212852682,0.023402757
619,619,0.002797,0.64607,11,30.584,619,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",65425.75817,0.632162001,0.002789482
620,620,0.001978,0.445631,glacier,21.634,620,3735,7194,33.2,387,0,GG,GG,GG,GG,GG,45932.99904,0.441502191,0.001970594
621,621,0.002485,0.84724,11,27.18,621,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",62116.24107,0.591252653,0.003382133
622,622,0.003551,0.696983,5,38.841,622,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",71410.46581,0.688853202,0.003556677
623,623,0.002877,0.349662,5,31.467,623,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",36789.14614,0.345602132,0.002888377
624,624,0.001342,0.482231,11,14.68,624,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",50369.83249,0.474148334,0.00134164
625,625,0.010378,0.562573,2,113.555,625,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,58768.27524,0.554888736,0.010378656
626,626,0.038821,2.518478,2,425.058,626,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,250413.9915,2.405669585,0.039719335
627,627,0.018039,1.912251,3,197.411,627,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,196163.4977,1.868348079,0.018038954
628,628,0.035809,2.798607,14,392.199,628,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",288373.9662,2.759814608,0.035821829
629,629,0.004177,1.2566,11,45.68,629,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",127502.663,1.224705231,0.00416712
630,630,0.001958,0.356242,9,21.417,630,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,35917.93328,0.345625434,0.001964382
631,631,0.001799,0.767266,10,19.676,631,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,77440.40876,0.746792124,0.001807821
632,632,0.001315,0.4321,2,14.385,632,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,44383.34518,0.420000182,0.001310585
633,633,0.001148,0.685573,9,12.566,633,126,2334,25.4,230,9,SV,UF2,CMg,UF2,Fluvial non calcareous,70245.08374,0.672933293,0.001147503
634,634,0.005046,0.964662,11,55.199,634,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",99199.26973,0.943457171,0.005055456
635,635,0.001257,0.168409,6,13.746,635,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",17214.95828,0.167587462,0.001251857
636,636,0.001664,0.548645,11,18.2,636,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",55442.77319,0.536415043,0.001665438
637,637,0.001084,0.335959,11,11.861,637,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",34676.58122,0.328899996,0.001073795
638,638,0.001156,0.282014,3,12.65,638,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,28884.64801,0.275524383,0.001159156
639,639,0.00143,0.334836,5,15.645,639,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",34773.22739,0.332273594,0.001430918
640,640,0.001582,0.384332,2,17.313,640,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,39898.94549,0.37723241,0.001586592
641,641,0.001023,0.334393,11,11.196,641,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",34153.7058,0.32680515,0.001028221
642,642,0.002165,0.550969,11,23.684,642,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",56194.79289,0.544050623,0.002160177
643,643,0.001066,0.299742,12,11.663,643,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,30163.46453,0.293204259,0.001058964
644,644,0.003645,0.789278,11,39.894,644,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",80003.35463,0.768263442,0.003654031
645,645,0.001865,0.515709,11,20.411,645,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",52233.87412,0.504756165,0.001858206
646,646,0.001306,0.639833,10,14.296,646,309,1763,8.7,97,10,LP,UF2,LVx,UF2,Fluvial non calcareous,64966.75359,0.624254037,0.001312845
647,647,0.000966,0.327586,12,10.571,647,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,33340.78811,0.321022102,0.000964253
648,648,0.006201,2.090261,11,67.874,648,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",212665.8158,2.038901564,0.006196875
649,649,0.001914,0.710074,11,20.953,649,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",72480.93079,0.687952129,0.001911917
650,650,0.00102,0.200914,5,11.157,650,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",20412.2282,0.199413519,0.001025238
651,651,0.010068,0.881732,17,110.231,651,1803,8231,48.4,463,17,TM,MA2,LPi,MA2,"Gneiss, migmatite",91089.09935,0.872920068,0.010059001
652,652,0.001393,0.386173,16,15.244,652,2262,5888,38.8,374,16,TV,UF1,RGe,UF1,"Fluvial, calcareous",39271.07446,0.38049845,0.001397235
653,653,0.001484,0.579946,11,16.242,653,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",58810.04304,0.561384207,0.001480445
654,654,0.010297,0.920702,14,112.747,654,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",95175.89335,0.911648283,0.010305317
655,655,0.003126,0.877562,11,34.217,655,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",88909.58912,0.863316109,0.003109581
656,656,0.001105,0.383365,11,12.091,656,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",38857.37686,0.375487613,0.001088846
657,657,0.0018,0.566215,11,19.704,657,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",57280.85022,0.556495131,0.00179826
658,658,0.002086,0.841655,11,22.839,658,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",86133.50099,0.821780134,0.002092502
659,659,0.000973,0.332192,12,10.655,659,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,33497.02054,0.32063764,0.0009717
660,660,0.025245,1.727744,5,276.389,660,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",173512.7652,1.718705752,0.025241277
661,661,0.001144,0.431019,11,12.522,661,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",44432.25945,0.423574927,0.001139689
662,662,0.002115,0.655422,11,23.161,662,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",66440.8319,0.642245047,0.002113143
663,663,0.00832,0.631752,8,91.102,663,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",64491.25595,0.627157427,0.008331541
664,664,0.035302,2.0652,8,386.69,664,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",211270.3201,2.05438376,0.035309214
665,665,0.00116,0.261947,11,12.694,665,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",26843.11866,0.258797498,0.001160032
666,666,0.001466,0.322719,11,16.048,666,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",32762.8893,0.31577813,0.001461349
667,667,0.002053,0.367672,11,22.479,667,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",36954.13479,0.35775567,0.002058181
668,668,0.000973,0.280452,11,10.657,668,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",29094.42359,0.274029401,0.000962337
669,669,0.001031,0.347221,11,11.292,669,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",35405.82953,0.339771356,0.001033737
670,670,0.001411,0.24193,12,15.452,670,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,24645.1827,0.239912489,0.001413771
671,671,0.287146,14.414347,8,3150.638,671,95,1943,26.6,222,8,TH,SC2,RGd,SC2,"Sandstone, greywacke, arkose",1477003.365,14.22021785,0.287174297
672,672,0.001259,0.229051,11,13.786,672,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",23533.84287,0.226642546,0.001251007
673,673,0.001397,0.217982,5,15.301,673,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",22035.54968,0.215758133,0.001388043
674,674,0.005396,0.704675,12,59.104,674,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,72797.84442,0.697575565,0.005403771
675,675,0.016153,1.053598,12,176.989,675,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,108347.4385,1.039148308,0.016152428
676,676,0.002168,0.27421,6,23.744,676,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",28727.41724,0.270219319,0.002161033
677,677,0.002344,0.554613,11,25.676,677,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",57046.86094,0.545407351,0.002336063
678,678,0.001439,0.356482,11,15.759,678,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",36422.74847,0.347513571,0.001426856
679,679,0.001287,0.296891,12,14.095,679,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,30444.76045,0.291038055,0.001285068
680,680,0.006352,0.832633,14,69.604,680,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",84530.55834,0.817674649,0.006364473
681,681,0.002006,0.391052,5,21.971,681,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",39693.9229,0.38745274,0.002015498
682,682,0.001304,0.169937,12,14.282,682,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,17347.24929,0.168281664,0.001302172
683,683,0.000914,0.402542,11,10.016,683,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",40352.35895,0.39105773,0.000910663
684,684,0.002007,0.710517,11,21.99,684,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",71831.88244,0.68552207,0.002001899
685,685,0.00151,0.236923,14,16.547,685,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",24259.2829,0.233747311,0.001506389
686,686,0.002498,0.368576,5,27.366,686,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",37778.76716,0.363855091,0.002494839
687,687,0.001575,0.276208,11,17.25,687,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",28529.45088,0.273809769,0.001573023
688,688,0.001467,0.625202,11,16.069,688,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",63171.55584,0.604574755,0.001456604
689,689,0.011485,4.274391,4,125.995,689,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",438384.7034,4.215156731,0.011449413
690,690,0.002974,1.179424,12,32.599,690,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,118932.324,1.138935415,0.002990437
691,691,0.004433,0.613626,7,48.571,691,262,1956,31.8,296,7,SH,SC2,CMo,SC2,"Sandstone, greywacke, arkose",62254.33014,0.60478288,0.004434099
692,692,0.006522,0.569702,11,71.48,692,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",58757.37785,0.563441197,0.006521064
693,693,0.002023,0.263645,5,22.165,693,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",27505.49128,0.261693422,0.002015647
694,694,0.005553,0.914995,12,60.851,694,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,94984.28831,0.904653625,0.005555861
695,695,0.00098,0.317468,11,10.739,695,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",32625.53802,0.309678176,0.000974472
696,696,0.000988,0.326414,11,10.83,696,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",33431.22077,0.320010382,0.000979822
697,697,0.001168,0.428704,11,12.801,697,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",42799.14122,0.4117671,0.001168632
698,698,0.008195,1.060212,14,89.871,698,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",109295.6149,1.043756226,0.008194738
699,699,0.003626,0.541854,14,39.753,699,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",56064.88411,0.536273982,0.003635705
700,700,0.046613,6.854407,12,511.299,700,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,701248.235,6.713585818,0.046664304
701,701,0.004708,0.997633,11,51.612,701,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",103151.2886,0.981331307,0.00471091
702,702,0.00133,0.205593,2,14.582,702,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,21445.17325,0.204115654,0.001324596
703,703,0.004252,0.475627,5,46.609,703,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",48423.29908,0.47013286,0.004250265
704,704,0.00232,0.289808,14,25.428,704,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",29782.6234,0.286675177,0.002308579
705,705,0.003169,0.858436,11,34.732,705,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",88381.39873,0.846402219,0.003157737
706,706,0.002566,0.353483,15,28.13,706,934,5649,56.9,533,15,TM,MA2,CMu,MA2,"Gneiss, migmatite",36070.35961,0.346231566,0.002566884
707,707,0.191618,25.638991,12,2104.498,707,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,2625540.973,25.16437581,0.191830001
708,708,0.001535,0.334542,6,16.819,708,148,809,2,20,6,LD,UL2,GLe,UL2,"Lacustrine, non calcareous",33898.97008,0.329235434,0.001541935
709,709,0.001063,0.143487,1,11.648,709,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",15278.99631,0.142925149,0.001064017
710,710,0.001056,0.201427,5,11.57,710,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",21288.17877,0.199593481,0.001060862
711,711,0.006194,0.449967,5,67.907,711,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",46831.4965,0.446045507,0.006207244
712,712,0.001694,0.231827,5,18.566,712,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",24209.73121,0.228936041,0.001697513
713,713,0.002377,0.276637,14,26.061,713,550,4124,57,529,14,TM,MA2,RGe,MA2,"Gneiss, migmatite",28139.49791,0.273540607,0.002372124
714,714,0.011746,1.665291,11,128.827,714,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",171035.2384,1.638867578,0.011725452
715,715,0.001041,0.423828,11,11.414,715,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",42500.69041,0.411066577,0.001047034
716,716,0.002955,0.804485,11,32.395,716,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",81337.14804,0.778209072,0.002961498
717,717,0.003212,0.258009,5,35.218,717,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",27011.02787,0.255456109,0.003214434
718,718,0.001982,0.521606,11,21.728,718,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",53089.32885,0.510205647,0.001982318
719,719,0.004791,1.232343,11,52.536,719,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",127449.2321,1.214487828,0.004773874
720,720,0.001534,0.365261,11,16.82,720,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",37159.15274,0.353547269,0.001531724
721,721,0.002374,0.435367,11,26.032,721,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",44477.76473,0.430706732,0.002362645
722,722,0.001065,0.468312,12,11.674,722,114,3459,47.6,415,12,TM,MA1,CMe,MA1,Quartzite,48196.8843,0.461933279,0.001069903
723,723,0.005927,1.372638,11,65.002,723,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",138356.6502,1.32912249,0.005923423
724,724,0.018851,2.585772,11,206.878,724,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",267585.6184,2.550205924,0.018809032
725,725,0.001202,0.574607,11,13.18,725,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",58510.53545,0.558979285,0.001188956
726,726,0.004851,0.405195,3,53.208,726,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,43002.4101,0.402200175,0.004847441
727,727,0.001893,0.832012,4,20.762,727,75,982,2.2,25,4,LV,UF1,CMg,UF1,"Fluvial, calcareous",85202.70879,0.818392455,0.001895142
728,728,0.002296,0.899984,1,25.208,728,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",95554.49674,0.887432564,0.002283511
729,729,0.003595,1.197983,11,39.422,729,142,3224,39.3,362,11,TM,MB1,CMx,MB1,"slate, phyllite",120155.2305,1.162975928,0.003585852
